"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Bolton","0901306260","2014-2018","Hispanic or Latino","Number","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Some Other Race Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Two or More Races","Number","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Two or More Races","Number","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2014-2018","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2014-2018","White Alone","Number","Median Household Income",106054.0
"Bolton","0901306260","2014-2018","White Alone","Number","Margins of Error",4396.0
"Bolton","0901306260","2014-2018","White Alone","Ratio to State Median","Median Household Income",1.28
"Bolton","0901306260","2014-2018","White Alone","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2014-2018","White Alone Not Hispanic or Latino","Number","Median Household Income",106127.0
"Bolton","0901306260","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",4361.0
"Bolton","0901306260","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.22
"Bolton","0901306260","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.05
"Bolton","0901306260","2015-2019","All","Number","Median Household Income",105772.0
"Bolton","0901306260","2015-2019","All","Number","Margins of Error",11987.0
"Bolton","0901306260","2015-2019","All","Ratio to State Median","Median Household Income",1.35
"Bolton","0901306260","2015-2019","All","Ratio to State Median","Margins of Error",0.15
"Bolton","0901306260","2015-2019","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Asian Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Asian Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Black or African American Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Black or African American Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Hispanic or Latino","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Hispanic or Latino","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Some Other Race Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Some Other Race Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Two or More Races","Number","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Two or More Races","Number","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2015-2019","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2015-2019","White Alone","Number","Median Household Income",106397.0
"Bolton","0901306260","2015-2019","White Alone","Number","Margins of Error",12519.0
"Bolton","0901306260","2015-2019","White Alone","Ratio to State Median","Median Household Income",1.24
"Bolton","0901306260","2015-2019","White Alone","Ratio to State Median","Margins of Error",0.15
"Bolton","0901306260","2015-2019","White Alone Not Hispanic or Latino","Number","Median Household Income",106838.0
"Bolton","0901306260","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",11956.0
"Bolton","0901306260","2015-2019","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.19
"Bolton","0901306260","2015-2019","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.13
"Bolton","0901306260","2016-2020","All","Number","Median Household Income",112622.0
"Bolton","0901306260","2016-2020","All","Number","Margins of Error",6361.0
"Bolton","0901306260","2016-2020","All","Ratio to State Median","Median Household Income",1.41
"Bolton","0901306260","2016-2020","All","Ratio to State Median","Margins of Error",0.08
"Bolton","0901306260","2016-2020","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Asian Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Asian Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Black or African American Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Black or African American Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Hispanic or Latino","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Hispanic or Latino","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Some Other Race Alone","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Some Other Race Alone","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Two or More Races","Number","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Two or More Races","Number","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Bolton","0901306260","2016-2020","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Bolton","0901306260","2016-2020","White Alone","Number","Median Household Income",112621.0
"Bolton","0901306260","2016-2020","White Alone","Number","Margins of Error",6557.0
"Bolton","0901306260","2016-2020","White Alone","Ratio to State Median","Median Household Income",1.3
"Bolton","0901306260","2016-2020","White Alone","Ratio to State Median","Margins of Error",0.08
"Bolton","0901306260","2016-2020","White Alone Not Hispanic or Latino","Number","Median Household Income",112944.0
"Bolton","0901306260","2016-2020","White Alone Not Hispanic or Latino","Number","Margins of Error",7525.0
"Bolton","0901306260","2016-2020","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.24
"Bolton","0901306260","2016-2020","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.08
"Bozrah","0901106820","2005-2009","All","Number","Median Household Income",72083.0
"Bozrah","0901106820","2005-2009","All","Number","Margins of Error",7799.0
"Bozrah","0901106820","2005-2009","All","Ratio to State Median","Median Household Income",1.06
"Bozrah","0901106820","2005-2009","All","Ratio to State Median","Margins of Error",0.12
"Bozrah","0901106820","2005-2009","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Bozrah","0901106820","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Bozrah","0901106820","2005-2009","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Bozrah","0901106820","2005-2009","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Bozrah","0901106820","2005-2009","Asian Alone","Number","Median Household Income",-9999.0
"Bozrah","0901106820","2005-2009","Asian Alone","Number","Margins of Error",-9999.0
"Bozrah","0901106820","2005-2009","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Bozrah","0901106820","2005-2009","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Bozrah","0901106820","2005-2009","Black or African American Alone","Number","Median Household Income",-9999.0
"Bozrah","0901106820","2005-2009","Black or African American Alone","Number","Margins of Error",-9999.0
